"MissionID","TotalComps","TotalCompTime","tick"
"2",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"2",0,0,1252.0
"1",0,0,1252.0
"0",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"3",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"2",0,0,1252.0
"3",0,0,1252.0
"0",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"3",0,0,1252.0
"3",0,0,1252.0
"3",0,0,1252.0
"2",0,0,1252.0
"1",0,0,1252.0
"2",0,0,1252.0
"3",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"3",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"2",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"0",0,0,1252.0
"0",0,0,1252.0
"0",0,0,1252.0
"0",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"2",0,0,1252.0
"3",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"3",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"0",0,0,1252.0
"3",1,223,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"2",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"2",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"3",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"3",0,0,1252.0
"3",0,0,1252.0
"3",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"0",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"2",0,0,1252.0
"1",0,0,1252.0
"2",0,0,1252.0
"3",0,0,1252.0
"0",0,0,1252.0
"0",0,0,1252.0
"3",0,0,1252.0
"1",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"1",0,0,1252.0
"2",0,0,1252.0
"3",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"3",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"3",1,134,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"2",0,0,1252.0
"3",0,0,1252.0
"2",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"2",0,0,1252.0
"1",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"0",1,120,1252.0
"3",0,0,1252.0
"0",0,0,1252.0
"3",0,0,1252.0
"2",0,0,1252.0
"3",1,64,1252.0
"0",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"2",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"2",0,0,1252.0
"3",0,0,1252.0
"0",0,0,1252.0
"3",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"1",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"0",0,0,1252.0
"0",0,0,1252.0
"3",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"3",0,0,1252.0
"2",0,0,1252.0
"3",0,0,1252.0
"3",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"3",0,0,1252.0
"2",0,0,1252.0
"2",0,0,1252.0
"2",0,0,1252.0
"2",0,0,1252.0
"3",0,0,1252.0
"0",0,0,1252.0
"3",0,0,1252.0
"1",0,0,1252.0
"3",0,0,1252.0
"3",0,0,1252.0
"3",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"3",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
"0",0,0,1252.0
"3",0,0,1252.0
"0",1,214,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"0",0,0,1252.0
"2",0,0,1252.0
"0",0,0,1252.0
"1",0,0,1252.0
"1",0,0,1252.0
